species,treatment,site,block,plot,tree_id,family,DBH_cm,height_m,reference_level,field_mean,reference_wd,Chave_field_kg,Chave_GWDD_kg,Chave_difference_kg,Chave_difference_pct,Nogueira_field_kg,Nogueira_GWDD_kg,Nogueira_difference_kg,Nogueira_difference_pct
Parapiptadenia rigida,SEM,2,1,2,254,Fabaceae,11.5,13.4,species,0.7264324824506226,0.76,72.95887036353652,76.24749811130685,3.2886277477703345,4.507509136838184,80.3602105223126,84.36649652378777,4.006286001475175,4.985410037424927
Parapiptadenia rigida,CMLM,2,3,1,677,Fabaceae,10.5,4.9,species,0.7264324824506226,0.76,22.884135964095382,23.915640483563454,1.031504519468072,4.507509136838183,47.111732941736335,49.46044600461849,2.3487130628821546,4.985410037424939
Peltophorum dubium,SAFM,1,3,2,3244,Fabaceae,13.4,15.7,species,0.5284448027341522,0.68,84.13357265089945,107.60944467155994,23.47587202066049,27.90309656535133,83.12148816972662,109.05731634419628,25.935828174469663,31.202314522462625
Peltophorum dubium,SAFM,1,3,2,3249,Fabaceae,30.8,22.5,species,0.5284448027341522,0.68,606.7975803387857,776.1128951369324,169.3153147981467,27.90309656535133,543.8765971290173,713.5786835792802,169.70208645026287,31.202314522462615
Peltophorum dubium,CMLM,1,2,2,3593,Fabaceae,38.8,17.9,species,0.5284448027341522,0.68,761.8102130449631,974.378852435608,212.56863939064488,27.903096565351348,819.070482507123,1074.6394306196478,255.56894811252482,31.202314522462636
Peltophorum dubium,CMLT,2,1,2,201,Fabaceae,26.6,17.2,species,0.5284448027341522,0.68,350.6771133423844,448.5268869108965,97.84977356851209,27.903096565351344,364.3310864689092,478.0108179720435,113.67973150313435,31.202314522462636
Peltophorum dubium,CMLM,2,2,1,533,Fabaceae,19.2,9.9,species,0.5284448027341522,0.68,108.24470280992102,138.4483267618509,30.20362395192987,27.90309656535137,151.77416854761682,199.1312219816968,47.35705343407997,31.202314522462643
Peltophorum dubium,SAFM,2,3,2,725,Fabaceae,14.3,11.5,species,0.5284448027341522,0.68,70.48873899723056,90.15727990732627,19.668540910095714,27.903096565351348,85.76549695957964,112.5263170726608,26.760820113081166,31.202314522462636
Piptadenia gonoacantha,DIV,1,3,1,1727,Fabaceae,35.7,18.5,species,0.6418496588,0.64,808.4216657498903,806.1478194616748,-2.273846288215509,-0.28126983535334793,856.6821238135332,854.0235698088034,-2.658554004729808,-0.31033144393105994
Piptadenia gonoacantha,CMLT,1,1,2,1643,Fabaceae,11.8,13,species,0.6418496588,0.64,66.00736094260161,65.82170214715725,-0.18565879544435404,-0.2812698353533607,73.49590740590926,73.26782649522627,-0.22808091068299063,-0.31033144393105666
Piptadenia gonoacantha,CON,2,1,NA,248,Fabaceae,11.8,10.2,species,0.6418496588,0.64,52.09276686532161,51.94624562572851,-0.14652123959309904,-0.28126983535335864,67.67783773840657,67.46781212733165,-0.21002561107491147,-0.31033144393105194
Piptadenia gonoacantha,CMLT,2,2,2,505,Fabaceae,13.5,10,species,0.6418496588,0.64,66.4479359964538,66.26103799628088,-0.18689800017291702,-0.28126983535333805,89.30085819475096,89.02372955207237,-0.2771286426785906,-0.3103314439310506
Piptadenia gonoacantha,DIV,2,3,2,599,Fabaceae,22.645970944077447,13.7,species,0.6418496588,0.64,247.9999418576292,247.30239282948983,-0.6975490281393775,-0.2812698353533581,296.05150241527764,295.13276151305274,-0.9187409022248971,-0.31033144393104956
Poecilanthe parviflora,DIV,1,2,2,4972,Fabaceae,16.63640586184408,9.7,species,0.93010983325,0.8,139.28419818663818,120.234267417191,-19.049930769447172,-13.677022244777996,204.78352871535702,174.10512939247806,-30.67839932287896,-14.980892025511006
Poecilanthe parviflora,DIV,2,1,NA,424,Fabaceae,17.6,12.7,species,0.93010983325,0.8,202.23561386061525,174.57580396603555,-27.659809894579695,-13.677022244778003,252.74470582418465,214.8812943444681,-37.86341147971655,-14.980892025511013
Poecilanthe parviflora,DIV,2,1,1,79,Fabaceae,27.21635537686852,12.7,species,0.93010983325,0.8,473.5927068634766,408.8193269961127,-64.77337986736393,-13.677022244777993,634.0763701003035,539.0860737362975,-94.99029636400599,-14.980892025511
Poecilanthe parviflora,DIV,2,1,1,87,Fabaceae,14.362799170078237,12.2,species,0.93010983325,0.8,130.77429058214918,112.88826176877801,-17.88602881337117,-13.677022244778005,162.36555114124252,138.04174323814712,-24.3238079030954,-14.98089202551101
Poecilanthe parviflora,DIV,2,1,2,109,Fabaceae,11.9,11.7,species,0.93010983325,0.8,86.96040387230754,75.06681009054326,-11.893593781764281,-13.677022244777987,107.63272969082657,91.5083866717337,-16.124343019092862,-14.980892025511015
Psidium guajava,SAFM,2,1,2,67,Myrtaceae,10.5,4,species,0.5191755460595684,0.6,13.524892267542166,15.576244221743773,2.051351954201607,15.167233229092423,30.623085234329565,35.78692769715664,5.163842462827077,16.862580707701607
Psidium guajava,CON,2,1,1,275,Myrtaceae,17.504570831642802,6.8,species,0.5191755460595684,0.6,61.563331592763326,70.90078567903728,9.337454086273958,15.167233229092432,107.8305329299469,126.01354357280394,18.18301064285704,16.862580707701596
Psidium guajava,CON,2,1,2,291,Myrtaceae,13.36899397860587,7.5,species,0.5191755460595684,0.6,40.028218391919125,46.09939163287196,6.071173240952838,15.167233229092414,63.128906986561766,73.77406987706061,10.645162890498845,16.86258070770159
Psidium guajava,CON,2,2,1,559,Myrtaceae,15.611854470241516,8,species,0.5191755460595684,0.6,57.70331333892603,66.45530945395494,8.75199611502891,15.167233229092423,89.51147290895315,104.60541727087784,15.093944361924684,16.862580707701607
Psidium guajava,CON,2,2,1,563,Myrtaceae,18.27894964159593,6.4,species,0.5191755460595684,0.6,63.14256487155783,72.719544952458,9.576980080900164,15.167233229092432,115.73305703093533,135.24863717826713,19.515580147331804,16.86258070770161
Psidium guajava,CON,2,2,2,570,Myrtaceae,10.4,5.5,species,0.5191755460595684,0.6,18.11360172289351,20.860933942393668,2.7473322195001586,15.167233229092403,33.44281184267353,39.08213298056914,5.639321137895614,16.862580707701607
Pterogyne nitens,DIV,1,1,2,1314,Fabaceae,16.5,15.3,species,0.7043812748333333,0.68,163.02829056873452,157.51838796614203,-5.50990260259249,-3.379721754654266,174.18907498568723,167.7042268822248,-6.48484810346244,-3.722878776407353
Pterogyne nitens,DIV,1,1,1,1306,Fabaceae,24.6,17.5,species,0.7043812748333333,0.68,405.30871657286144,391.6104097053385,-13.698306867522945,-3.379721754654253,423.4876177843719,407.7216871411644,-15.765930643207469,-3.7228787764073523
Pterogyne nitens,SAFM,1,2,2,7469,Fabaceae,28.6,20.2,species,0.7043812748333333,0.68,625.6405835740998,604.4956726651001,-21.14491090899969,-3.379721754654256,611.0637200342462,588.314558490766,-22.749161543480227,-3.7228787764073576
Pterogyne nitens,CMLT,2,3,1,651,Fabaceae,11.8,9.5,species,0.7043812748333333,0.68,53.216633345141716,51.418059210881374,-1.7985741342603419,-3.3797217546542493,73.01830803195129,70.29992493933803,-2.7183830926132657,-3.7228787764073603
Pterogyne nitens,SAFM,2,3,1,714,Fabaceae,32.7,11.9,species,0.7043812748333333,0.68,484.84902511445415,468.46247713543187,-16.386547979022282,-3.3797217546542555,677.1991886392004,651.9878837713488,-25.211304867851595,-3.722878776407354
Pterogyne nitens,SAFT,2,2,1,359,Fabaceae,38.6,19.8,species,0.7043812748333333,0.68,1101.6385466761105,1064.4062290564411,-37.2323176196694,-3.3797217546542484,1142.6154224763145,1100.0772354169865,-42.53818705932804,-3.722878776407363
Schinus terebinthifolia,DIV,1,1,1,1303,Anacardiaceae,26.419689627245813,16.7,species,0.48845417444734074,0.56,311.3732403713548,355.81212783562415,44.43888746426933,14.271903202494192,326.66306473891376,378.47332643746006,51.8102616985463,15.860459075762293
Schinus terebinthifolia,SEM,1,3,2,1622,Anacardiaceae,12.44588285337766,11.5,species,0.48845417444734074,0.56,49.7781089446689,56.882392469284135,7.104283524615234,14.271903202494162,58.78282757257965,68.1060538833045,9.323226310724849,15.860459075762192
Schinus terebinthifolia,DIV,1,2,1,4960,Anacardiaceae,17.4,12.7,species,0.48845417444734074,0.56,105.48037916295057,120.53443677471071,15.054057611760143,14.271903202494176,123.29945024858472,142.85530909590125,19.55585884731653,15.86045907576218
Schinus terebinthifolia,DIV,2,1,1,85,Anacardiaceae,26.70037452920839,13.1,species,0.48845417444734074,0.56,250.79898593578002,286.59277444137155,35.79378850559152,14.271903202494181,307.562099762582,356.34286072798153,48.78076096539951,15.860459075762291
Schinus terebinthifolia,DIV,2,1,1,86,Anacardiaceae,10.2,9.5,species,0.48845417444734074,0.56,28.012565949271195,32.010492246086024,3.9979262968148284,14.271903202494174,36.19773109547371,41.9388574222258,5.741126326752088,15.860459075762288
Schinus terebinthifolia,DIV,2,2,0,800,Anacardiaceae,14.6,6.5,species,0.48845417444734074,0.56,38.95178178308427,44.51094237481282,5.559160591728549,14.271903202494181,67.80848294765819,78.56321963546678,10.754736687808588,15.860459075762304
Schizolobium parahyba,SEM,1,1,NA,337,Fabaceae,46.2,20.5,species,0.3872230986,0.39,902.6474397482377,908.9647163347701,6.31727658653233,0.699860910068533,886.8922398423871,893.7440510574525,6.851811215065368,0.7725641185318104
Schizolobium parahyba,DIV,1,1,NA,192,Fabaceae,29.5,21.3,species,0.3872230986,0.39,390.3519184644143,393.0838389534494,2.731920489035076,0.6998609100685453,348.70124068947456,351.3951813559167,2.6939406664421313,0.772564118531812
Schizolobium parahyba,DIV,1,1,NA,217,Fabaceae,20.7,11.7,species,0.3872230986,0.39,108.94034978908411,109.70278071254984,0.7624309234657289,0.6998609100685346,134.697828883101,135.73845597749323,1.040627094392221,0.7725641185318143
Schizolobium parahyba,SEM,2,3,1,615,Fabaceae,35,16.6,species,0.3872230986,0.39,427.2790176551617,430.26937647665494,2.9903588214932597,0.699860910068523,459.5156396727326,463.0656926238861,3.550052951153475,0.7725641185318144
Schizolobium parahyba,SEM,2,3,NA,353,Fabaceae,26.9,16.1,species,0.3872230986,0.39,248.08685613056795,249.8231190596438,1.7362629290758491,0.6998609100685508,260.96248687756037,262.97858941400466,2.0161025364442935,0.772564118531802
Senegalia polyphylla,DIV,2,3,1,586,Fabaceae,10.6,9.8,species,0.6806364434710519,0.63,43.03026267740218,39.902962437955196,-3.1273002394469813,-7.267676386017783,56.71626353118889,52.18524350786079,-4.531020023328104,-7.988925470798065
Senegalia polyphylla,DIV,2,3,1,592,Fabaceae,31.8,12.6,species,0.6806364434710519,0.63,469.5044237360884,435.3823616009119,-34.12206213517652,-7.267676386017772,627.3972038841684,577.2749088599915,-50.12229502417699,-7.988925470798032
Senegalia polyphylla,DIV,2,3,1,594,Fabaceae,30.5,13.2,species,0.6806364434710519,0.63,452.8701975701295,419.9570571620132,-32.913140408116305,-7.267676386017766,583.6643505351501,537.0358405712797,-46.62850996387044,-7.988925470798018
Senegalia polyphylla,SAFT,2,3,1,699,Fabaceae,10.2,9.2,species,0.6806364434710519,0.63,37.53053480797318,34.802936992187924,-2.727597815785259,-7.267676386017803,51.18345448714066,47.094446454783146,-4.089008032357512,-7.988925470798059
Senegalia polyphylla,SAFM,2,3,1,721,Fabaceae,24.553207529770933,12.1,species,0.6806364434710519,0.63,272.41442057758945,252.6162220611649,-19.79819851642455,-7.267676386017751,358.5673745307626,329.9216942169028,-28.645680313859827,-7.988925470798021
Urera baccifera,CMLT,1,2,2,1360,Urticaceae,10.7,5.3,species,0.22988027386552629,0.25,8.338561033815633,9.050131621565598,0.7115705877499643,8.53349378704922,14.582655121892612,15.961755609396729,1.3791004875041164,9.45712886971937
Urera baccifera,SAFM,1,2,2,7462,Urticaceae,11.1,6.6,species,0.22988027386552629,0.25,11.096501209238848,12.043420450509085,0.946919241270237,8.533493787049204,16.976941871426792,18.58247314234497,1.6055312709181777,9.457128869719362
Urera baccifera,SAFM,1,2,2,7478,Urticaceae,10.4,7.3,species,0.22988027386552629,0.25,10.781840899084573,11.701908622337484,0.9200677232529113,8.533493787049197,15.312748748655,16.760895131311642,1.4481463826566419,9.457128869719359
Urera baccifera,SAFM,1,2,2,7479,Urticaceae,16.2,7.5,species,0.22988027386552629,0.25,26.295039684962397,28.538925262780786,2.2438855778183893,8.533493787049206,39.371371942081254,43.09477332442041,3.723401382339155,9.457128869719362
Urera baccifera,SAFM,1,2,2,7480,Urticaceae,14.322011031974526,6.4,species,0.22988027386552629,0.25,17.708925030797626,19.220115048053945,1.5111900172563182,8.533493787049212,28.764225033486685,31.484494863279597,2.7202698297929118,9.457128869719357
Urera baccifera,SAFM,1,2,2,7482,Urticaceae,12,7.4,species,0.22988027386552629,0.25,14.446833909669175,15.679653583776116,1.2328196741069402,8.53349378704923,20.806271064730666,22.773946932305375,1.9676758675747088,9.457128869719357
Zeyheria tuberculosa,SAFT,1,3,2,3223,Bignoniaceae,15.2,13.9,species,0.5570350733798053,0.63,100.58600351154278,113.42598756097505,12.83998404943226,12.76517964843767,110.12253508773487,125.73334670356273,15.610811615827856,14.175855653332615
Zeyheria tuberculosa,SAFT,1,3,2,3224,Bignoniaceae,14.9,14.9,species,0.5570350733798053,0.63,103.53467349989286,116.75106057057755,13.21638707068469,12.765179648437647,108.11042024159866,123.43599736125896,15.325577119660295,14.175855653332599
Zeyheria tuberculosa,SAFM,1,3,1,3230,Bignoniaceae,13.7,13.3,species,0.5570350733798053,0.63,78.66004183234155,88.70113748377617,10.041095651434617,12.765179648437664,87.1266774258934,99.47762945333278,12.350952027439376,14.175855653332608
Zeyheria tuberculosa,SAFM,2,1,1,38,Bignoniaceae,14.6,11.2,species,0.5570350733798053,0.63,75.30953897619447,84.92293691891591,9.613397942721434,12.7651796484377,93.98961081737372,107.3134423759737,13.323831558599977,14.175855653332595
Zeyheria tuberculosa,SAFT,2,2,2,383,Bignoniaceae,13.7,12.6,species,0.5570350733798053,0.63,74.6168005915403,84.1417692349669,9.524968643426604,12.765179648437647,85.53967186573318,97.66565227575389,12.125980410020702,14.175855653332611
Zeyheria tuberculosa,CMLM,2,2,2,539,Bignoniaceae,11.6,8.5,species,0.5570350733798053,0.63,36.72241978365886,41.41010264029632,4.6876828566374655,12.76517964843766,52.670809114504074,60.13734698601853,7.466537871514454,14.175855653332611
