treatment,site,block,plot,tree_id,family,scientific_name,height_m,DBH1_cm,DBH2_cm,DBH3_cm,DBH4_cm,DBH5_cm,DBH6_cm,DBH7_cm,DBH8_cm,DBH9_cm,DBH10_cm,DBH11_cm
SEM,1,3,1,1611,Fabaceae,Schizolobium parahyba (Vell.) Blake,16.8,17.2,,,,,,,,,,
SEM,1,3,1,1612,Fabaceae,Schizolobium parahyba (Vell.) Blake,25.2,37.2,,,,,,,,,,
SEM,1,3,1,1613,Fabaceae,Schizolobium parahyba (Vell.) Blake,18.8,18.3,,,,,,,,,,
SEM,1,3,1,1614,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,13.5,13.4,5.9,,,,,,,,,
SEM,1,3,1,1615,Fabaceae,Lonchocaspus cultratus,6.3,5.7,6.7,4.4,3.9,,,,,,,
SEM,1,3,2,1616,Bignoniaceae,Tecoma stans (L.) Juss. ex Kunth,9.6,9.3,,,,,,,,,,
SEM,1,3,2,1617,Fabaceae,Schizolobium parahyba (Vell.) Blake,20.8,46.8,,,,,,,,,,
SEM,1,3,2,1618,Fabaceae,Schizolobium parahyba (Vell.) Blake,22.2,29.8,,,,,,,,,,
SEM,1,3,2,1619,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,14.5,14.3,,,,,,,,,,
SEM,1,3,2,1620,Fabaceae,Schizolobium parahyba (Vell.) Blake,9.8,13.2,,,,,,,,,,
SEM,1,3,2,1621,Fabaceae,Schizolobium parahyba (Vell.) Blake,16.3,28.5,,,,,,,,,,
SEM,1,3,2,1622,Anacardiaceae,Schinus terebinthifolia Raddi.,11.5,12.3,1.9,,,,,,,,,
SEM,1,3,2,1623,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,5.6,21.4,,,,,,,,,,
SEM,1,3,2,1624,Fabaceae,Schizolobium parahyba (Vell.) Blake,22.4,25.7,,,,,,,,,,
SEM,1,3,2,1625,Fabaceae,Schizolobium parahyba (Vell.) Blake,21.0,26.5,,,,,,,,,,
CMLT,1,1,1,1626,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,20.9,30.8,,,,,,,,,,
CMLT,1,1,1,1627,Fabaceae,Lonchocaspus cultratus,5.7,5.3,,,,,,,,,,
CMLT,1,1,1,1628,Apocynaceae,Tabernaemontana hystrix Steud.,8.3,13.4,6.2,1.6,,,,,,,,
CMLT,1,1,1,1629,Fabaceae,Pterogyne nitens Tul.,7.8,5.0,,,,,,,,,,
CMLT,1,1,1,1630,Fabaceae,Lonchocaspus cultratus,5.6,5.7,,,,,,,,,,
CMLT,1,1,1,1631,Fabaceae,Pterogyne nitens Tul.,10.6,8.3,,,,,,,,,,
CMLT,1,1,1,1632,Fabaceae,Lonchocaspus cultratus,8.2,7.8,,,,,,,,,,
CMLT,1,1,1,1633,Fabaceae,Hymenaea courbaril L.,10.1,12.4,,,,,,,,,,
CMLT,1,1,1,1634,Verbenaceae,Aloysia virgata (Ruiz & Pav.) Juss.,5.9,18.0,,,,,,,,,,
CMLT,1,1,1,1635,Anacardiaceae,Schinus terebinthifolia Raddi.,9.9,16.4,12.6,4.9,,,,,,,,
CMLT,1,1,1,1636,Fabaceae,Hymenaea courbaril L.,7.2,5.9,,,,,,,,,,
CMLT,1,1,1,1637,Fabaceae,Pterogyne nitens Tul.,16.3,32.5,,,,,,,,,,
CMLT,1,1,2,1638,Euphorbiaceae,Alchornea glandulosa,3.6,9.6,,,,,,,,,,
CMLT,1,1,2,1639,Fabaceae,Copaifera langsdorffii Desf.,6.5,8.8,,,,,,,,,,
CMLT,1,1,2,1640,Fabaceae,Myroxylum peruiferum L. f.,13.0,12.7,,,,,,,,,,
CMLT,1,1,2,1641,Fabaceae,Pterogyne nitens Tul.,17.1,30.9,7.9,,,,,,,,,
CMLT,1,1,2,1642,Fabaceae,Pterogyne nitens Tul.,7.1,6.7,,,,,,,,,,
CMLT,1,1,2,1643,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,13.0,11.8,,,,,,,,,,
CMLT,1,1,2,1644,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,18.3,52.8,,,,,,,,,,
CMLT,1,1,2,1645,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,8.5,6.2,,,,,,,,,,
CMLT,1,1,2,1646,Fabaceae,Pterogyne nitens Tul.,11.6,10.9,,,,,,,,,,
CMLT,1,1,2,1647,Apocynaceae,Aspidosperma polyneuron Müll. Arg.,9.9,8.3,,,,,,,,,,
CMLT,1,1,2,1648,Verbenaceae,Aloysia virgata (Ruiz & Pav.) Juss.,10.3,18.4,,,,,,,,,,
