treatment,site,block,plot,tree_id,family,scientific_name,height_m,DBH1_cm,DBH2_cm,DBH3_cm,DBH4_cm,DBH5_cm,DBH6_cm,DBH7_cm,DBH8_cm,DBH9_cm,DBH10_cm,DBH11_cm
SEM,2,1,1,243,Apocynaceae,Tabernaemontana hystrix Steud.,6.7,8.6,,,,,,,,,,
SEM,2,1,1,244,Lauraceae,Nectandra megapotamica (Spreng.) Mez,6.9,6.0,,,,,,,,,,
SEM,2,1,1,245,Apocynaceae,Tabernaemontana hystrix Steud.,6.9,5.7,,,,,,,,,,
SEM,2,1,1,246,Boraginaceae,Cordia ecalyculata,3.9,5.5,,,,,,,,,,
SEM,2,1,2,247,Fabaceae,Schizolobium parahyba (Vell.) Blake,21.6,45.5,,,,,,,,,,
SEM,2,1,2,248,Fabaceae,Schizolobium parahyba (Vell.) Blake,20.7,30.5,,,,,,,,,,
SEM,2,1,2,249,Fabaceae,Schizolobium parahyba (Vell.) Blake,19.0,34.0,,,,,,,,,,
SEM,2,1,2,250,Fabaceae,Schizolobium parahyba (Vell.) Blake,19.5,33.4,,,,,,,,,,
SEM,2,1,2,251,Fabaceae,Schizolobium parahyba (Vell.) Blake,17.4,17.0,,,,,,,,,,
SEM,2,1,2,252,Myrtaceae,Psidium guajava L.,6.8,6.0,6.2,,,,,,,,,
SEM,2,1,2,253,Fabaceae,Schizolobium parahyba (Vell.) Blake,11.7,21.5,,,,,,,,,,
SEM,2,1,2,254,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,13.4,11.5,,,,,,,,,,
SEM,2,1,2,255,Meliaceae,Trichilia pallida Sw.,8.1,6.5,,,,,,,,,,
SEM,2,1,2,256,Fabaceae,Schizolobium parahyba (Vell.) Blake,14.5,19.7,,,,,,,,,,
SEM,2,1,2,257,Fabaceae,Schizolobium parahyba (Vell.) Blake,17.9,27.7,,,,,,,,,,
SEM,2,1,2,258,Apocynaceae,Tabernaemontana hystrix Steud.,5.6,10.0,8.3,4.6,,,,,,,,
SEM,2,1,2,259,Meliaceae,Trichilia pallens C. DC.,6.6,6.3,,,,,,,,,,
SEM,2,1,2,260,Apocynaceae,Tabernaemontana hystrix Steud.,5.3,8.7,,,,,,,,,,
SEM,2,1,2,261,Apocynaceae,Tabernaemontana hystrix Steud.,4.3,5.1,,,,,,,,,,
SEM,2,1,2,262,Meliaceae,Trichilia pallida Sw.,6.3,6.5,,,,,,,,,,
SEM,2,1,2,263,Apocynaceae,Tabernaemontana hystrix Steud.,4.6,6.4,,,,,,,,,,
SEM,2,1,2,264,Apocynaceae,Tabernaemontana hystrix Steud.,5.8,7.5,,,,,,,,,,
SEM,2,1,2,265,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,15.1,34.5,,,,,,,,,,
SEM,2,1,2,266,Apocynaceae,Tabernaemontana hystrix Steud.,5.3,7.9,,,,,,,,,,
SEM,2,1,2,267,Fabaceae,Schizolobium parahyba (Vell.) Blake,21.5,55.9,,,,,,,,,,
SEM,2,1,2,268,Salicaceae,Casearia sylvestris Sw.,6.2,6.6,6.0,,,,,,,,,
SEM,2,1,2,269,Fabaceae,Schizolobium parahyba (Vell.) Blake,19.8,35.8,,,,,,,,,,
SEM,2,1,2,270,Meliaceae,Trichilia pallida Sw.,5.7,9.2,,,,,,,,,,
SEM,2,1,2,271,Fabaceae,Machaerium hirtum (Vell.) Stellfeld,7.5,16.9,,,,,,,,,,
SEM,2,1,2,272,Myrtaceae,Psidium guajava L.,3.8,5.1,,,,,,,,,,
CON,2,1,1,273,Fabaceae,Peltophorum dubium (Spreng.) Taub.,5.8,5.2,,,,,,,,,,
CON,2,1,1,274,Apocynaceae,Tabernaemontana hystrix Steud.,4.5,5.8,,,,,,,,,,
CON,2,1,1,275,Myrtaceae,Psidium guajava L.,6.8,8.4,10.4,11.3,,,,,,,,
CON,2,1,1,276,Apocynaceae,Tabernaemontana hystrix Steud.,6.3,12.2,9.0,8.4,11.8,,,,,,,
CON,2,1,1,277,Myrtaceae,Psidium guajava L.,4.7,5.8,,,,,,,,,,
CON,2,1,1,278,Myrtaceae,Psidium guajava L.,4.2,5.2,5.6,,,,,,,,,
CON,2,1,1,279,Myrtaceae,Psidium guajava L.,4.3,8.0,,,,,,,,,,
CON,2,1,1,280,Myrtaceae,Psidium guajava L.,2.8,6.7,,,,,,,,,,
CON,2,1,1,281,Myrtaceae,Psidium guajava L.,5.1,7.9,,,,,,,,,,
CON,2,1,1,282,Myrtaceae,Psidium guajava L.,4.6,6.7,3.5,3.3,,,,,,,,
CON,2,1,1,283,Myrtaceae,Psidium guajava L.,4.8,7.9,5.5,5.9,,,,,,,,
CON,2,1,1,284,Meliaceae,Trichilia pallida Sw.,7.2,11.8,,,,,,,,,,
CON,2,1,1,285,Apocynaceae,Tabernaemontana hystrix Steud.,6.0,6.0,4.2,4.0,5.5,6.3,,,,,,
CON,2,1,2,286,Apocynaceae,Tabernaemontana hystrix Steud.,8.5,9.8,6.2,6.0,5.7,,,,,,,
CON,2,1,2,287,Fabaceae,Mimosa caesalpininiifolia Benth.,11.8,19.2,13.7,7.7,,,,,,,,
CON,2,1,2,288,Myrtaceae,Psidium guajava L.,9.3,7.2,8.5,7.5,8.9,6.3,,,,,,
CON,2,1,2,289,Fabaceae,Pterogyne nitens Tul.,7.2,7.8,,,,,,,,,,
CON,2,1,2,290,Myrtaceae,Psidium guajava L.,7.7,6.7,,,,,,,,,,
CON,2,1,2,291,Myrtaceae,Psidium guajava L.,7.5,7.3,11.2,,,,,,,,,
CON,2,1,2,292,Myrtaceae,Psidium guajava L.,6.1,7.7,,,,,,,,,,
CON,2,1,2,293,Myrtaceae,Psidium guajava L.,7.8,6.2,,,,,,,,,,
CON,2,1,2,294,Myrtaceae,Psidium guajava L.,5.8,4.8,6.2,9.1,,,,,,,,
CON,2,1,2,295,Apocynaceae,Tabernaemontana hystrix Steud.,4.7,7.2,10.0,,,,,,,,,
CON,2,1,2,296,Myrtaceae,Psidium guajava L.,5.8,9.2,,,,,,,,,,
CON,2,1,2,297,Myrtaceae,Psidium guajava L.,5.5,6.6,3.4,,,,,,,,,
CON,2,1,2,298,Anacardiaceae,Schinus terebinthifolia Raddi.,7.3,14.0,13.0,19.3,,,,,,,,
CON,2,1,2,299,Fabaceae,Dahlstedtia muehlbergiana,10.2,13.7,,,,,,,,,,
SAFM,2,2,1,300,Fabaceae,Mimosa caesalpininiifolia Benth.,7.1,5.7,,,,,,,,,,
SAFM,2,2,1,301,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,19.6,53.1,,,,,,,,,,
SAFM,2,2,1,302,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,15.3,74.0,,,,,,,,,,
SAFM,2,2,1,303,Apocynaceae,Tabernaemontana hystrix Steud.,6.3,5.4,,,,,,,,,,
SAFM,2,2,1,304,Fabaceae,Hymenaea courbaril L.,9.4,12.2,,,,,,,,,,
SAFM,2,2,1,305,Fabaceae,Senegalia polyphylla (DC.) Britton & Rose,7.3,6.9,,,,,,,,,,
SAFM,2,2,1,306,Fabaceae,Pterogyne nitens Tul.,7.7,11.5,,,,,,,,,,
SAFM,2,2,1,307,Bignoniaceae,Tecoma stans (L.) Juss. ex Kunth,6.0,5.9,4.9,,,,,,,,,
SAFM,2,2,1,308,Apocynaceae,Tabernaemontana hystrix Steud.,5.5,5.2,,,,,,,,,,
SAFM,2,2,1,309,Meliaceae,Cedrela fissilis Vell.,14.3,19.9,,,,,,,,,,
SAFM,2,2,1,310,Fabaceae,Hymenaea courbaril L.,15.6,15.8,,,,,,,,,,
SAFM,2,2,1,311,Bignoniaceae,Zeyheria tuberculosa (Vell.) Bureau ex Verl.,11.5,15.9,,,,,,,,,,
SAFM,2,2,1,312,Apocynaceae,Tabernaemontana hystrix Steud.,6.8,7.0,10.9,,,,,,,,,
SAFM,2,2,1,313,Fabaceae,Pterogyne nitens Tul.,19.8,36.8,,,,,,,,,,
SAFM,2,2,1,314,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,6.9,6.5,,,,,,,,,,
SAFM,2,2,1,315,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,5.4,5.4,,,,,,,,,,
SAFM,2,2,1,316,Apocynaceae,Tabernaemontana hystrix Steud.,6.9,5.0,,,,,,,,,,
SAFM,2,2,1,317,Euphorbiaceae,Croton floribundus Spreng.,7.2,5.4,,,,,,,,,,
SAFM,2,2,1,318,Sapotaceae,Chrysophyllum gonocarpum (Mart. & Eichler ex Miq.) Engl.,7.8,11.0,10.0,,,,,,,,,
SAFM,2,2,1,319,Bignoniaceae,Zeyheria tuberculosa (Vell.) Bureau ex Verl.,17.1,26.1,,,,,,,,,,
SAFM,2,2,1,320,Fabaceae,Hymenaea courbaril L.,8.7,15.1,,,,,,,,,,
SAFM,2,2,1,321,Primulaceae,Myrsine umbellata,6.6,6.3,,,,,,,,,,
SAFM,2,2,1,322,Fabaceae,Pterogyne nitens Tul.,17.6,29.5,,,,,,,,,,
SAFM,2,2,1,323,Fabaceae,Hymenaea courbaril L.,14.4,17.4,,,,,,,,,,
SAFM,2,2,1,324,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,6.7,18.2,,,,,,,,,,
SAFM,2,2,1,325,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,8.0,8.6,,,,,,,,,,
SAFM,2,2,2,326,Apocynaceae,Tabernaemontana hystrix Steud.,7.2,7.3,,,,,,,,,,
SAFM,2,2,2,327,Salicaceae,Casearia sylvestris Sw.,5.8,6.3,3.8,3.9,4.8,,,,,,,
SAFM,2,2,2,328,Fabaceae,Pterogyne nitens Tul.,13.2,13.1,,,,,,,,,,
SAFM,2,2,2,329,Myrtaceae,Psidium guajava L.,7.3,6.1,9.3,,,,,,,,,
SAFM,2,2,2,330,Apocynaceae,Tabernaemontana hystrix Steud.,6.8,5.7,,,,,,,,,,
SAFM,2,2,2,331,Fabaceae,Mimosa caesalpininiifolia Benth.,8.8,5.4,2.7,,,,,,,,,
SAFM,2,2,2,332,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,10.4,25.2,,,,,,,,,,
SAFM,2,2,2,333,Fabaceae,Hymenaea courbaril L.,8.4,9.6,,,,,,,,,,
SAFM,2,2,2,334,Fabaceae,Mimosa caesalpininiifolia Benth.,8.1,6.1,2.7,,,,,,,,,
SAFM,2,2,2,335,Fabaceae,Pterogyne nitens Tul.,14.2,19.8,,,,,,,,,,
SAFM,2,2,2,336,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,6.1,9.2,,,,,,,,,,
SAFM,2,2,2,337,Apocynaceae,Tabernaemontana hystrix Steud.,6.8,8.3,,,,,,,,,,
SAFM,2,2,2,338,Fabaceae,Hymenaea courbaril L.,11.6,14.7,,,,,,,,,,
SAFM,2,2,2,339,Meliaceae,Cedrela fissilis Vell.,9.7,21.1,,,,,,,,,,
SAFM,2,2,2,340,Fabaceae,Mimosa caesalpininiifolia Benth.,7.7,7.8,,,,,,,,,,
SAFM,2,2,2,341,Fabaceae,Pterogyne nitens Tul.,14.7,25.5,,,,,,,,,,
SAFM,2,2,2,342,Fabaceae,Mimosa caesalpininiifolia Benth.,11.5,7.8,,,,,,,,,,
SAFM,2,2,2,343,Fabaceae,Mimosa caesalpininiifolia Benth.,10.2,7.2,,,,,,,,,,
SAFM,2,2,2,344,Fabaceae,Mimosa caesalpininiifolia Benth.,8.5,5.4,,,,,,,,,,
SAFM,2,2,2,345,Myrtaceae,Eugenia uniflora L.,7.9,9.2,,,,,,,,,,
SAFM,2,2,2,346,Apocynaceae,Aspidosperma polyneuron Müll. Arg.,7.9,9.5,,,,,,,,,,
SAFM,2,2,2,347,Sapotaceae,Chrysophyllum gonocarpum (Mart. & Eichler ex Miq.) Engl.,8.5,11.9,,,,,,,,,,
SAFM,2,2,2,348,Bixaceae,Bixa orellana L.,6.4,5.6,3.3,,,,,,,,,
SAFM,2,2,2,349,Apocynaceae,Tabernaemontana hystrix Steud.,8.6,14.4,,,,,,,,,,
SAFM,2,2,2,350,Salicaceae,Casearia sylvestris Sw.,5.7,5.7,2.0,,,,,,,,,
SAFT,2,2,1,351,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,15.9,27.1,,,,,,,,,,
SAFT,2,2,1,352,Bignoniaceae,Zeyheria tuberculosa (Vell.) Bureau ex Verl.,10.1,11.0,6.1,,,,,,,,,
SAFT,2,2,1,353,Apocynaceae,Tabernaemontana hystrix Steud.,5.1,5.5,,,,,,,,,,
SAFT,2,2,1,354,Myrtaceae,Psidium guajava L.,5.6,5.3,,,,,,,,,,
SAFT,2,2,1,355,Fabaceae,Mimosa caesalpininiifolia Benth.,9.7,11.4,11.9,12.2,12.4,13.3,12.2,,,,,
SAFT,2,2,1,356,Fabaceae,Hymenaea courbaril L.,11.2,7.5,,,,,,,,,,
SAFT,2,2,1,357,Fabaceae,Mimosa caesalpininiifolia Benth.,11.2,11.8,10.4,12.0,13.7,,,,,,,
SAFT,2,2,1,358,Apocynaceae,Tabernaemontana hystrix Steud.,5.7,5.2,,,,,,,,,,
SAFT,2,2,1,359,Fabaceae,Pterogyne nitens Tul.,19.8,38.6,,,,,,,,,,
SAFT,2,2,1,360,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,6.6,6.8,,,,,,,,,,
SAFT,2,2,1,361,Apocynaceae,Tabernaemontana hystrix Steud.,6.0,5.5,,,,,,,,,,
SAFT,2,2,1,362,Bignoniaceae,Zeyheria tuberculosa (Vell.) Bureau ex Verl.,6.3,6.0,,,,,,,,,,
SAFT,2,2,1,363,Fabaceae,Hymenaea courbaril L.,9.2,9.3,,,,,,,,,,
SAFT,2,2,1,364,Rutaceae,Esenbeckia leiocarpa Engl.,12.2,19.4,,,,,,,,,,
SAFT,2,2,1,365,Fabaceae,Hymenaea courbaril L.,13.2,8.8,,,,,,,,,,
SAFT,2,2,1,366,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,6.0,5.6,,,,,,,,,,
SAFT,2,2,1,367,Fabaceae,Mimosa caesalpininiifolia Benth.,17.1,26.7,21.2,12.1,,,,,,,,
SAFT,2,2,1,368,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,11.5,19.2,,,,,,,,,,
SAFT,2,2,1,369,Fabaceae,Mimosa caesalpininiifolia Benth.,10.3,11.9,8.3,7.1,11.6,8.5,6.8,,,,,
SAFT,2,2,1,370,Apocynaceae,Tabernaemontana hystrix Steud.,5.4,5.2,,,,,,,,,,
SAFT,2,2,2,371,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,8.8,9.4,,,,,,,,,,
SAFT,2,2,2,372,Fabaceae,Pterogyne nitens Tul.,15.0,19.9,,,,,,,,,,
SAFT,2,2,2,373,Apocynaceae,Tabernaemontana hystrix Steud.,5.0,5.1,,,,,,,,,,
SAFT,2,2,2,374,Fabaceae,Mimosa caesalpininiifolia Benth.,10.9,19.7,13.0,11.2,15.6,,,,,,,
SAFT,2,2,2,375,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,5.8,7.1,,,,,,,,,,
SAFT,2,2,2,376,Fabaceae,Peltophorum dubium (Spreng.) Taub.,20.7,36.3,,,,,,,,,,
SAFT,2,2,2,377,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,19.8,28.5,,,,,,,,,,
SAFT,2,2,2,378,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,10.2,11.9,,,,,,,,,,
SAFT,2,2,2,379,Fabaceae,Mimosa caesalpininiifolia Benth.,11.2,13.3,16.2,11.9,8.9,9.5,15.6,,,,,
SAFT,2,2,2,380,Apocynaceae,Tabernaemontana hystrix Steud.,10.5,14.0,3.9,7.5,,,,,,,,
SAFT,2,2,2,381,Fabaceae,Pterogyne nitens Tul.,13.0,15.7,,,,,,,,,,
SAFT,2,2,2,382,Fabaceae,Hymenaea courbaril L.,12.6,10.8,,,,,,,,,,
SAFT,2,2,2,383,Bignoniaceae,Zeyheria tuberculosa (Vell.) Bureau ex Verl.,12.6,13.7,,,,,,,,,,
SAFT,2,2,2,384,Fabaceae,Mimosa caesalpininiifolia Benth.,15.3,18.5,17.0,7.0,8.7,12.1,4.3,,,,,
SEM,2,2,1,385,Fabaceae,Schizolobium parahyba (Vell.) Blake,10.6,15.9,,,,,,,,,,
SEM,2,2,1,386,Fabaceae,Schizolobium parahyba (Vell.) Blake,10.6,14.5,,,,,,,,,,
SEM,2,2,1,387,Salicaceae,Casearia sylvestris Sw.,5.2,6.4,,,,,,,,,,
SEM,2,2,1,388,Fabaceae,Schizolobium parahyba (Vell.) Blake,22.1,40.4,,,,,,,,,,
SEM,2,2,1,389,Fabaceae,Schizolobium parahyba (Vell.) Blake,13.5,19.7,,,,,,,,,,
SEM,2,2,1,390,Meliaceae,Trichilia pallida Sw.,6.3,6.0,,,,,,,,,,
SEM,2,2,1,391,Fabaceae,Schizolobium parahyba (Vell.) Blake,15.9,18.0,,,,,,,,,,
SEM,2,2,1,392,Fabaceae,Schizolobium parahyba (Vell.) Blake,22.0,38.9,,,,,,,,,,
SEM,2,2,1,393,Meliaceae,Trichilia pallida Sw.,6.3,6.3,,,,,,,,,,
SEM,2,2,1,394,Meliaceae,Trichilia pallida Sw.,7.8,9.7,,,,,,,,,,
SEM,2,2,1,395,Fabaceae,Schizolobium parahyba (Vell.) Blake,21.8,52.4,,,,,,,,,,
SEM,2,2,1,396,Fabaceae,Schizolobium parahyba (Vell.) Blake,19.0,40.6,,,,,,,,,,
SEM,2,2,1,397,Apocynaceae,Tabernaemontana hystrix Steud.,5.7,5.7,5.8,7.5,,,,,,,,
SEM,2,2,1,398,Salicaceae,Casearia sylvestris Sw.,5.1,5.8,,,,,,,,,,
SEM,2,2,1,399,Fabaceae,Schizolobium parahyba (Vell.) Blake,8.0,13.0,,,,,,,,,,
SEM,2,2,1,400,Fabaceae,Schizolobium parahyba (Vell.) Blake,17.9,27.1,,,,,,,,,,
SEM,2,2,1,401,Salicaceae,Casearia sylvestris Sw.,7.1,8.1,,,,,,,,,,
SEM,2,2,1,402,Fabaceae,Schizolobium parahyba (Vell.) Blake,20.6,25.9,,,,,,,,,,
SEM,2,2,1,403,Fabaceae,Schizolobium parahyba (Vell.) Blake,16.9,18.0,,,,,,,,,,
SEM,2,2,1,404,Apocynaceae,Tabernaemontana hystrix Steud.,6.1,7.0,,,,,,,,,,
SEM,2,2,1,405,Fabaceae,Schizolobium parahyba (Vell.) Blake,15.0,13.5,,,,,,,,,,
SEM,2,2,1,406,Fabaceae,Schizolobium parahyba (Vell.) Blake,20.1,25.8,,,,,,,,,,
SEM,2,2,1,407,Apocynaceae,Tabernaemontana hystrix Steud.,7.2,9.4,5.5,,,,,,,,,
SEM,2,2,1,408,Apocynaceae,Tabernaemontana hystrix Steud.,6.2,5.6,5.0,,,,,,,,,
SEM,2,2,1,409,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,6.7,5.7,,,,,,,,,,
SEM,2,2,1,410,Apocynaceae,Tabernaemontana hystrix Steud.,5.5,5.5,,,,,,,,,,
SEM,2,2,1,411,Meliaceae,Trichilia pallida Sw.,6.6,5.6,,,,,,,,,,
SEM,2,2,2,412,Fabaceae,Schizolobium parahyba (Vell.) Blake,17.1,31.8,,,,,,,,,,
SEM,2,2,2,413,Fabaceae,Schizolobium parahyba (Vell.) Blake,14.5,15.6,,,,,,,,,,
SEM,2,2,2,414,Fabaceae,Schizolobium parahyba (Vell.) Blake,21.2,29.3,,,,,,,,,,
SEM,2,2,2,415,Fabaceae,Schizolobium parahyba (Vell.) Blake,22.6,29.0,,,,,,,,,,
SEM,2,2,2,416,Fabaceae,Schizolobium parahyba (Vell.) Blake,15.4,30.2,,,,,,,,,,
SEM,2,2,2,417,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,7.6,16.7,,,,,,,,,,
SEM,2,2,2,418,Fabaceae,Schizolobium parahyba (Vell.) Blake,6.6,8.3,,,,,,,,,,
SEM,2,2,2,419,Fabaceae,Schizolobium parahyba (Vell.) Blake,20.6,21.2,,,,,,,,,,
SEM,2,2,2,420,Fabaceae,Schizolobium parahyba (Vell.) Blake,21.2,34.9,,,,,,,,,,
SEM,2,2,2,421,Meliaceae,Trichilia pallida Sw.,5.6,5.8,,,,,,,,,,
SEM,2,2,2,422,Apocynaceae,Tabernaemontana hystrix Steud.,5.9,8.4,,,,,,,,,,
SEM,2,2,2,423,Apocynaceae,Tabernaemontana hystrix Steud.,4.6,6.5,,,,,,,,,,
SEM,2,2,2,424,Fabaceae,Schizolobium parahyba (Vell.) Blake,21.2,27.2,,,,,,,,,,
SEM,2,2,2,425,Fabaceae,Schizolobium parahyba (Vell.) Blake,22.5,46.2,,,,,,,,,,
SEM,2,2,2,426,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,5.5,6.3,,,,,,,,,,
SEM,2,2,2,427,Fabaceae,Schizolobium parahyba (Vell.) Blake,7.5,11.5,,,,,,,,,,
SEM,2,2,2,428,Fabaceae,Schizolobium parahyba (Vell.) Blake,13.1,19.7,,,,,,,,,,
SEM,2,2,2,429,Fabaceae,Schizolobium parahyba (Vell.) Blake,18.8,30.2,,,,,,,,,,
SEM,2,2,2,430,Fabaceae,Schizolobium parahyba (Vell.) Blake,5.7,8.3,,,,,,,,,,
SEM,2,2,2,431,Fabaceae,Schizolobium parahyba (Vell.) Blake,10.8,17.8,,,,,,,,,,
SEM,2,2,2,432,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,7.8,20.1,,,,,,,,,,
SEM,2,2,2,433,Fabaceae,Schizolobium parahyba (Vell.) Blake,22.4,44.4,,,,,,,,,,
SEM,2,2,2,434,Fabaceae,Schizolobium parahyba (Vell.) Blake,10.5,16.8,,,,,,,,,,
SEM,2,2,2,435,Meliaceae,Trichilia pallida Sw.,5.5,5.7,,,,,,,,,,
SEM,2,2,2,436,Meliaceae,Trichilia pallida Sw.,5.7,5.7,,,,,,,,,,
SEM,2,2,2,437,Meliaceae,Guarea guidonia (L.) Sleumer,4.7,5.3,,,,,,,,,,
DIV,2,2,1,438,Anacardiaceae,Schinus terebinthifolia Raddi.,6.4,8.3,,,,,,,,,,
DIV,2,2,1,439,Moraceae,Ficus sp.,5.7,6.5,,,,,,,,,,
DIV,2,2,1,440,Fabaceae,Machaerium hirtum (Vell.) Stellfeld,6.4,11.7,,,,,,,,,,
DIV,2,2,1,441,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,21.0,28.3,,,,,,,,,,
DIV,2,2,1,442,Moraceae,Ficus sp.,11.6,15.6,,,,,,,,,,
DIV,2,2,1,443,Fabaceae,Dipteryx alata Vogel,12.7,9.9,,,,,,,,,,
DIV,2,2,1,444,Apocynaceae,Tabernaemontana hystrix Steud.,12.1,10.9,,,,,,,,,,
DIV,2,2,1,445,Myrtaceae,Eugenia uniflora L.,4.4,5.2,3.5,,,,,,,,,
DIV,2,2,1,446,Fabaceae,Dipteryx alata Vogel,7.8,7.4,9.1,,,,,,,,,
DIV,2,2,1,447,Fabaceae,Centrolobium tomentosum Guillem. ex Benth.,14.1,30.8,,,,,,,,,,
DIV,2,2,1,448,Apocynaceae,Tabernaemontana hystrix Steud.,10.1,11.5,,,,,,,,,,
DIV,2,2,1,449,Fabaceae,Copaifera langsdorffii Desf.,13.4,12.7,,,,,,,,,,
DIV,2,2,1,450,Fabaceae,Dipteryx alata Vogel,12.0,13.7,,,,,,,,,,
DIV,2,2,1,451,Fabaceae,Machaerium hirtum (Vell.) Stellfeld,11.9,24.5,,,,,,,,,,
DIV,2,2,1,452,Myrtaceae,Psidium guajava L.,2.8,6.5,,,,,,,,,,
DIV,2,2,1,453,Fabaceae,Dipteryx alata Vogel,11.1,13.6,,,,,,,,,,
DIV,2,2,1,454,Fabaceae,Pterogyne nitens Tul.,7.5,9.4,,,,,,,,,,
DIV,2,2,1,455,Fabaceae,Centrolobium tomentosum Guillem. ex Benth.,16.9,22.2,,,,,,,,,,
DIV,2,2,1,456,Euphorbiaceae,Croton floribundus Spreng.,14.0,23.3,,,,,,,,,,
DIV,2,2,1,457,Myrtaceae,Psidium guajava L.,8.2,7.7,5.9,,,,,,,,,
DIV,2,2,2,458,Euphorbiaceae,Croton floribundus Spreng.,14.6,14.7,,,,,,,,,,
DIV,2,2,2,459,Apocynaceae,Tabernaemontana hystrix Steud.,12.1,10.5,4.5,,,,,,,,,
DIV,2,2,2,460,Fabaceae,Machaerium hirtum (Vell.) Stellfeld,19.0,24.4,,,,,,,,,,
DIV,2,2,2,461,Myrtaceae,Psidium guajava L.,5.3,6.4,,,,,,,,,,
DIV,2,2,2,462,Fabaceae,Hymenaea courbaril L.,10.0,8.0,,,,,,,,,,
DIV,2,2,2,463,Fabaceae,Copaifera langsdorffii Desf.,12.8,13.8,,,,,,,,,,
DIV,2,2,2,464,Myrtaceae,Psidium guajava L.,6.8,8.1,,,,,,,,,,
DIV,2,2,2,465,Fabaceae,Machaerium hirtum (Vell.) Stellfeld,4.4,6.1,,,,,,,,,,
DIV,2,2,2,466,Myrtaceae,Psidium guajava L.,4.5,3.3,5.4,2.5,,,,,,,,
DIV,2,2,2,467,Myrtaceae,Psidium guajava L.,6.7,5.9,,,,,,,,,,
DIV,2,2,2,468,Euphorbiaceae,Croton floribundus Spreng.,10.1,30.5,,,,,,,,,,
DIV,2,2,2,469,Myrtaceae,Psidium guajava L.,8.5,7.6,,,,,,,,,,
DIV,2,2,2,470,Euphorbiaceae,Croton floribundus Spreng.,13.6,32.3,,,,,,,,,,
DIV,2,2,2,471,Euphorbiaceae,Croton floribundus Spreng.,12.4,9.0,25.4,,,,,,,,,
DIV,2,2,2,472,Myrtaceae,Psidium guajava L.,6.0,7.0,3.2,,,,,,,,,
DIV,2,2,2,473,Fabaceae,Dipteryx alata Vogel,13.1,19.7,,,,,,,,,,
DIV,2,2,2,474,Fabaceae,Dipteryx alata Vogel,12.3,10.7,,,,,,,,,,
DIV,2,2,2,475,Fabaceae,Machaerium hirtum (Vell.) Stellfeld,11.9,14.4,,,,,,,,,,
DIV,2,2,2,476,Myrtaceae,Psidium guajava L.,9.0,7.7,,,,,,,,,,
DIV,2,2,2,477,Myrtaceae,Psidium guajava L.,10.0,8.3,,,,,,,,,,
DIV,2,2,2,478,Euphorbiaceae,Croton floribundus Spreng.,16.1,22.6,,,,,,,,,,
DIV,2,2,2,479,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,7.6,10.5,,,,,,,,,,
DIV,2,2,2,480,Fabaceae,Dipteryx alata Vogel,12.8,18.3,,,,,,,,,,
DIV,2,2,2,481,Myrtaceae,Psidium guajava L.,9.2,8.5,,,,,,,,,,
DIV,2,2,2,482,Myrtaceae,Psidium guajava L.,5.1,6.5,,,,,,,,,,
DIV,2,2,2,483,Myrtaceae,Psidium guajava L.,6.4,7.0,4.6,4.1,,,,,,,,
CMLT,2,2,1,484,Fabaceae,Mimosa caesalpininiifolia Benth.,6.5,7.1,5.5,,,,,,,,,
CMLT,2,2,1,485,Combretaceae,Terminalia argentea Mart.,12.8,16.6,,,,,,,,,,
CMLT,2,2,1,486,Fabaceae,Mimosa caesalpininiifolia Benth.,11.1,11.9,,,,,,,,,,
CMLT,2,2,1,487,Fabaceae,Hymenaea courbaril L.,9.3,16.9,,,,,,,,,,
CMLT,2,2,1,488,Fabaceae,Mimosa caesalpininiifolia Benth.,7.9,9.1,3.9,,,,,,,,,
CMLT,2,2,1,489,Fabaceae,Pterogyne nitens Tul.,17.0,29.8,,,,,,,,,,
CMLT,2,2,1,490,Fabaceae,Mimosa caesalpininiifolia Benth.,9.1,10.7,,,,,,,,,,
